Heure,Hydro Run-of-river and poundage,Solar,Waste,Wind Onshore
2023-02-18 09:00:00+01:00,2295,3561,119,6705
2023-02-18 10:00:00+01:00,2345,5777,120,6909
2023-02-18 11:00:00+01:00,2181,6696,122,7054
2023-02-18 12:00:00+01:00,2027,7316,119,7018
2023-02-18 13:00:00+01:00,1837,7451,119,6934
2023-02-18 14:00:00+01:00,1704,6935,120,6864
2023-02-18 15:00:00+01:00,1734,5673,122,6856
2023-02-18 16:00:00+01:00,1789,3557,120,6481
2023-02-18 17:00:00+01:00,2171,1210,121,6361
2023-02-18 18:00:00+01:00,2795,211,121,6350
2023-02-18 19:00:00+01:00,2937,0,120,6401
2023-02-18 20:00:00+01:00,2855,0,119,6491
2023-02-18 21:00:00+01:00,2648,0,121,6512
2023-02-18 22:00:00+01:00,2456,0,129,6546
2023-02-18 23:00:00+01:00,2247,0,134,6749
2023-02-19 00:00:00+01:00,2047,0,136,6813
2023-02-19 01:00:00+01:00,1933,0,136,6673
2023-02-19 02:00:00+01:00,1839,0,135,6703
2023-02-19 03:00:00+01:00,1734,0,138,6467
2023-02-19 04:00:00+01:00,1770,0,140,5926
2023-02-19 05:00:00+01:00,1785,0,139,5130
2023-02-19 06:00:00+01:00,1763,0,137,4519
2023-02-19 07:00:00+01:00,1842,250,136,4286
2023-02-19 08:00:00+01:00,1939,1059,138,3743
2023-02-19 09:00:00+01:00,2063,3117,138,3333
2023-02-19 10:00:00+01:00,2182,4862,137,2936
2023-02-19 11:00:00+01:00,2134,6061,136,2834
2023-02-19 12:00:00+01:00,2065,6679,136,2797
2023-02-19 13:00:00+01:00,2008,6986,136,2827
2023-02-19 14:00:00+01:00,1881,6508,140,2776
2023-02-19 15:00:00+01:00,1807,5415,139,2727
2023-02-19 16:00:00+01:00,1981,3292,140,2452
2023-02-19 17:00:00+01:00,2301,1131,141,2037
2023-02-19 18:00:00+01:00,2686,209,140,2010
2023-02-19 19:00:00+01:00,2785,0,137,2132
2023-02-19 20:00:00+01:00,2638,0,137,2369
2023-02-19 21:00:00+01:00,2410,0,137,2554
2023-02-19 22:00:00+01:00,2391,0,137,2558
2023-02-19 23:00:00+01:00,2256,0,137,2668
2023-02-20 00:00:00+01:00,2182,0,135,2782
2023-02-20 01:00:00+01:00,2128,0,136,2868
2023-02-20 02:00:00+01:00,2154,0,137,3012
2023-02-20 03:00:00+01:00,2008,0,137,3145
2023-02-20 04:00:00+01:00,1964,0,135,3138
2023-02-20 05:00:00+01:00,2018,0,133,2930
2023-02-20 06:00:00+01:00,2323,0,129,2783
2023-02-20 07:00:00+01:00,2549,269,128,2687
2023-02-20 08:00:00+01:00,3119,1271,130,2615
2023-02-20 09:00:00+01:00,3162,4023,128,2363
2023-02-20 10:00:00+01:00,3024,6741,127,2077
2023-02-20 11:00:00+01:00,2714,8628,128,1947
2023-02-20 12:00:00+01:00,2359,9408,130,2063
2023-02-20 13:00:00+01:00,2318,9447,130,2053
2023-02-20 14:00:00+01:00,2254,8699,127,1839
2023-02-20 15:00:00+01:00,2264,6903,129,1631
2023-02-20 16:00:00+01:00,2469,4258,129,1490
2023-02-20 17:00:00+01:00,2971,1378,129,1501
2023-02-20 18:00:00+01:00,3560,215,129,1855
2023-02-20 19:00:00+01:00,3776,0,128,2292
2023-02-20 20:00:00+01:00,3469,0,128,2436
2023-02-20 21:00:00+01:00,3229,0,128,2312
2023-02-20 22:00:00+01:00,2986,0,127,2279
2023-02-20 23:00:00+01:00,2821,0,132,2214
2023-02-21 00:00:00+01:00,2546,0,132,2085
2023-02-21 01:00:00+01:00,2380,0,134,2061
2023-02-21 02:00:00+01:00,2366,0,132,1984
2023-02-21 03:00:00+01:00,2275,0,134,1891
2023-02-21 04:00:00+01:00,2134,0,133,1794
2023-02-21 05:00:00+01:00,2107,0,131,1694
2023-02-21 06:00:00+01:00,2470,0,126,1564
2023-02-21 07:00:00+01:00,3144,263,127,1726
2023-02-21 08:00:00+01:00,3488,1027,119,1845
2023-02-21 09:00:00+01:00,3357,2891,113,1697
2023-02-21 10:00:00+01:00,3180,4879,112,1357
2023-02-21 11:00:00+01:00,3204,6047,113,947
2023-02-21 12:00:00+01:00,2895,6567,115,725
2023-02-21 13:00:00+01:00,2621,6445,114,622
2023-02-21 14:00:00+01:00,2489,5685,116,579
2023-02-21 15:00:00+01:00,2540,4309,118,575
2023-02-21 16:00:00+01:00,2801,2458,118,652
2023-02-21 17:00:00+01:00,3311,776,118,891
2023-02-21 18:00:00+01:00,4098,197,115,1132
2023-02-21 19:00:00+01:00,4488,0,127,1474
2023-02-21 20:00:00+01:00,4104,0,137,1964
2023-02-21 21:00:00+01:00,3414,0,129,2543
2023-02-21 22:00:00+01:00,2966,0,131,2917
2023-02-21 23:00:00+01:00,2763,0,130,3210
2023-02-22 00:00:00+01:00,2564,0,129,3377
2023-02-22 01:00:00+01:00,2456,0,130,3363
2023-02-22 02:00:00+01:00,2444,0,130,3064
2023-02-22 03:00:00+01:00,2446,0,132,2855
2023-02-22 04:00:00+01:00,2409,0,134,2887
2023-02-22 05:00:00+01:00,2268,0,132,2790
2023-02-22 06:00:00+01:00,2672,0,127,2760
2023-02-22 07:00:00+01:00,3404,248,125,2952
2023-02-22 08:00:00+01:00,3588,700,124,2857
2023-02-22 09:00:00+01:00,3423,1638,125,2936
2023-02-22 10:00:00+01:00,3073,2503,125,2609
2023-02-22 11:00:00+01:00,2914,3074,126,2477
2023-02-22 12:00:00+01:00,2784,3357,126,2348
2023-02-22 13:00:00+01:00,2584,3439,127,2446
2023-02-22 14:00:00+01:00,2563,3000,127,2185
2023-02-22 15:00:00+01:00,2734,2313,126,2035
2023-02-22 16:00:00+01:00,3006,1338,127,2049
2023-02-22 17:00:00+01:00,3422,529,126,1805
2023-02-22 18:00:00+01:00,4016,203,125,1786
2023-02-22 19:00:00+01:00,4330,0,124,1723
2023-02-22 20:00:00+01:00,3944,0,126,1720
2023-02-22 21:00:00+01:00,3339,0,129,1642
2023-02-22 22:00:00+01:00,2803,0,128,1566
2023-02-22 23:00:00+01:00,2501,0,129,1475
2023-02-23 00:00:00+01:00,2472,0,129,1445
2023-02-23 01:00:00+01:00,2453,0,130,1351
2023-02-23 02:00:00+01:00,2429,0,131,1239
2023-02-23 03:00:00+01:00,2511,0,132,1140
2023-02-23 04:00:00+01:00,2538,0,131,1220
2023-02-23 05:00:00+01:00,2642,0,129,1276
2023-02-23 06:00:00+01:00,3016,0,124,1403
2023-02-23 07:00:00+01:00,3829,264,122,1595
2023-02-23 08:00:00+01:00,4188,790,117,1834
2023-02-23 09:00:00+01:00,4037,1448,114,1980
2023-02-23 10:00:00+01:00,3813,1718,119,1985
2023-02-23 11:00:00+01:00,3397,2134,116,2059
2023-02-23 12:00:00+01:00,3046,3386,112,2373
2023-02-23 13:00:00+01:00,2804,3365,111,2533
2023-02-23 14:00:00+01:00,2700,2731,118,2753
2023-02-23 15:00:00+01:00,2684,2014,121,3056
2023-02-23 16:00:00+01:00,2903,1148,119,3326
2023-02-23 17:00:00+01:00,3397,454,120,3658
2023-02-23 18:00:00+01:00,4192,201,121,4195
2023-02-23 19:00:00+01:00,4469,0,119,4843
2023-02-23 20:00:00+01:00,4271,0,120,5263
2023-02-23 21:00:00+01:00,3675,0,123,5417
2023-02-23 22:00:00+01:00,3158,0,124,5437
2023-02-23 23:00:00+01:00,2726,0,127,5460
2023-02-24 00:00:00+01:00,2553,0,128,5494
2023-02-24 01:00:00+01:00,2486,0,126,5380
2023-02-24 02:00:00+01:00,2473,0,129,5143
2023-02-24 03:00:00+01:00,2473,0,127,4886
2023-02-24 04:00:00+01:00,2517,0,128,4726
2023-02-24 05:00:00+01:00,2552,0,126,4376
2023-02-24 06:00:00+01:00,2835,0,123,4194
2023-02-24 07:00:00+01:00,3485,260,121,4200
2023-02-24 08:00:00+01:00,3890,779,121,3994
2023-02-24 09:00:00+01:00,3855,2112,121,3896
2023-02-24 10:00:00+01:00,3689,3617,119,3651
2023-02-24 11:00:00+01:00,3383,4701,119,3645
2023-02-24 12:00:00+01:00,3007,5294,120,3340
2023-02-24 13:00:00+01:00,2783,5279,119,3069
2023-02-24 14:00:00+01:00,2775,4800,119,2904
2023-02-24 15:00:00+01:00,2667,3680,118,2742
2023-02-24 16:00:00+01:00,2747,2492,125,2616
2023-02-24 17:00:00+01:00,3059,1018,124,2666
2023-02-24 18:00:00+01:00,3640,237,125,2660
2023-02-24 19:00:00+01:00,4090,0,124,2762
2023-02-24 20:00:00+01:00,4169,0,127,3018
2023-02-24 21:00:00+01:00,3600,0,127,3220
2023-02-24 22:00:00+01:00,3261,0,127,3202
2023-02-24 23:00:00+01:00,2980,0,130,2920
2023-02-25 00:00:00+01:00,2509,0,131,2866
2023-02-25 01:00:00+01:00,2513,0,134,2890
2023-02-25 02:00:00+01:00,2520,0,133,3038
2023-02-25 03:00:00+01:00,2399,0,134,3123
2023-02-25 04:00:00+01:00,2384,0,133,3096
2023-02-25 05:00:00+01:00,2466,0,132,3094
2023-02-25 06:00:00+01:00,2480,0,131,3252
2023-02-25 07:00:00+01:00,2661,269,130,3256
2023-02-25 08:00:00+01:00,2957,948,130,3365
2023-02-25 09:00:00+01:00,3095,2668,131,3244
2023-02-25 10:00:00+01:00,2870,4063,131,3449
2023-02-25 11:00:00+01:00,2655,4977,130,4066
2023-02-25 12:00:00+01:00,2439,5304,130,4686
2023-02-25 13:00:00+01:00,2306,4688,134,5205
2023-02-25 14:00:00+01:00,2449,4062,134,5630
2023-02-25 15:00:00+01:00,2530,3276,135,5994
2023-02-25 16:00:00+01:00,2582,1970,133,6109
2023-02-25 17:00:00+01:00,2755,690,132,6173
2023-02-25 18:00:00+01:00,3267,209,134,6411
2023-02-25 19:00:00+01:00,3507,0,132,6296
2023-02-25 20:00:00+01:00,3410,0,134,6613
2023-02-25 21:00:00+01:00,3251,0,133,7020
2023-02-25 22:00:00+01:00,2992,0,128,7206
2023-02-25 23:00:00+01:00,2793,0,127,7344
2023-02-26 00:00:00+01:00,2740,0,126,8357
2023-02-26 01:00:00+01:00,2378,0,126,8487
2023-02-26 02:00:00+01:00,2233,0,125,8649
2023-02-26 03:00:00+01:00,2261,0,126,8545
2023-02-26 04:00:00+01:00,2347,0,126,8708
2023-02-26 05:00:00+01:00,2426,0,125,8793
2023-02-26 06:00:00+01:00,2371,0,123,9082
2023-02-26 07:00:00+01:00,2471,322,121,9849
2023-02-26 08:00:00+01:00,2497,1512,122,10371
2023-02-26 09:00:00+01:00,2399,4475,123,11374
2023-02-26 10:00:00+01:00,2367,7288,121,12616
2023-02-26 11:00:00+01:00,2329,8864,121,13226
2023-02-26 12:00:00+01:00,2174,9400,116,13605
2023-02-26 13:00:00+01:00,2126,8845,116,13927
2023-02-26 14:00:00+01:00,2101,7676,117,14140
2023-02-26 15:00:00+01:00,2268,6140,118,14291
2023-02-26 16:00:00+01:00,2273,3962,118,14315
2023-02-26 17:00:00+01:00,2434,1504,118,14013
2023-02-26 18:00:00+01:00,2951,267,118,13307
2023-02-26 19:00:00+01:00,3275,0,119,12710
2023-02-26 20:00:00+01:00,3155,0,121,12404
2023-02-26 21:00:00+01:00,2846,0,121,12162
2023-02-26 22:00:00+01:00,2686,0,125,11932
2023-02-26 23:00:00+01:00,2533,0,125,11885
2023-02-27 00:00:00+01:00,2290,0,124,11723
2023-02-27 01:00:00+01:00,2185,0,125,11344
2023-02-27 02:00:00+01:00,2069,0,123,11170
2023-02-27 03:00:00+01:00,2136,0,119,11028
2023-02-27 04:00:00+01:00,2244,0,116,10644
2023-02-27 05:00:00+01:00,2349,0,114,10501
2023-02-27 06:00:00+01:00,2751,0,107,10442
2023-02-27 07:00:00+01:00,3533,304,106,10557
2023-02-27 08:00:00+01:00,3783,1227,107,10280
2023-02-27 09:00:00+01:00,3538,3183,108,10277
2023-02-27 10:00:00+01:00,3110,4930,104,10780
2023-02-27 11:00:00+01:00,2664,6066,104,11591
2023-02-27 12:00:00+01:00,2330,6599,105,11970
2023-02-27 13:00:00+01:00,2248,6255,107,12170
2023-02-27 14:00:00+01:00,2236,5422,115,12005
2023-02-27 15:00:00+01:00,2218,4222,119,12042
2023-02-27 16:00:00+01:00,2514,2691,121,11925
2023-02-27 17:00:00+01:00,3019,1042,124,11412
2023-02-27 18:00:00+01:00,3782,243,123,10470
2023-02-27 19:00:00+01:00,4382,0,122,9687
2023-02-27 20:00:00+01:00,3850,0,123,9284
2023-02-27 21:00:00+01:00,3202,0,123,8872
2023-02-27 22:00:00+01:00,2705,0,124,8601
2023-02-27 23:00:00+01:00,2414,0,124,8159
2023-02-28 00:00:00+01:00,2258,0,126,7631
2023-02-28 01:00:00+01:00,2177,0,127,7373
2023-02-28 02:00:00+01:00,2120,0,117,7284
2023-02-28 03:00:00+01:00,2066,0,119,7270
2023-02-28 04:00:00+01:00,2204,0,122,7226
2023-02-28 05:00:00+01:00,2289,0,124,7247
2023-02-28 06:00:00+01:00,2607,0,123,7193
2023-02-28 07:00:00+01:00,3554,323,122,7188
2023-02-28 08:00:00+01:00,4100,1302,121,6550
2023-02-28 09:00:00+01:00,4144,3625,129,5582
2023-02-28 10:00:00+01:00,3637,5774,123,5625
2023-02-28 11:00:00+01:00,3161,6978,123,6336
2023-02-28 12:00:00+01:00,2845,7199,125,7080
2023-02-28 13:00:00+01:00,2714,6623,124,6758
2023-02-28 14:00:00+01:00,2528,5586,123,6370
2023-02-28 15:00:00+01:00,2426,4266,126,6351
2023-02-28 16:00:00+01:00,2662,2626,127,6418
2023-02-28 17:00:00+01:00,3181,975,128,6030
2023-02-28 18:00:00+01:00,4246,249,126,5296
2023-02-28 19:00:00+01:00,4494,0,126,5080
2023-02-28 20:00:00+01:00,3852,0,128,5186
2023-02-28 21:00:00+01:00,3209,0,128,5551
2023-02-28 22:00:00+01:00,2822,0,127,5830
2023-02-28 23:00:00+01:00,2543,0,130,5832
2023-03-01 00:00:00+01:00,2293,0,127,6209
2023-03-01 01:00:00+01:00,2140,0,128,6275
2023-03-01 02:00:00+01:00,2093,0,128,6556
2023-03-01 03:00:00+01:00,2024,0,128,6733
2023-03-01 04:00:00+01:00,2006,0,129,6689
2023-03-01 05:00:00+01:00,2098,0,126,6456
2023-03-01 06:00:00+01:00,2660,0,124,6249
2023-03-01 07:00:00+01:00,3696,357,125,6449
2023-03-01 08:00:00+01:00,3964,1693,125,6376
2023-03-01 09:00:00+01:00,3828,4489,122,5057
2023-03-01 10:00:00+01:00,3246,7177,119,4667
2023-03-01 11:00:00+01:00,2739,8964,121,5364
2023-03-01 12:00:00+01:00,2394,9805,124,5799
2023-03-01 13:00:00+01:00,2389,9740,127,5696
2023-03-01 14:00:00+01:00,2346,8845,127,5827
2023-03-01 15:00:00+01:00,2324,7121,125,6319
2023-03-01 16:00:00+01:00,2450,4355,126,6760
2023-03-01 17:00:00+01:00,2835,1606,126,6478
2023-03-01 18:00:00+01:00,3543,283,119,5934
2023-03-01 19:00:00+01:00,3974,0,121,6102
2023-03-01 20:00:00+01:00,3591,0,122,6221
2023-03-01 21:00:00+01:00,3208,0,123,6217
2023-03-01 22:00:00+01:00,2719,0,123,5789
2023-03-01 23:00:00+01:00,2341,0,125,5287
2023-03-02 00:00:00+01:00,2139,0,129,5157
2023-03-02 01:00:00+01:00,2070,0,128,4812
2023-03-02 02:00:00+01:00,2027,0,128,4514
2023-03-02 03:00:00+01:00,1985,0,129,4376
2023-03-02 04:00:00+01:00,2034,0,128,4204
2023-03-02 05:00:00+01:00,2102,0,127,4105
2023-03-02 06:00:00+01:00,2652,0,124,3799
2023-03-02 07:00:00+01:00,3558,337,122,3513
2023-03-02 08:00:00+01:00,4259,1322,120,3070
2023-03-02 09:00:00+01:00,4329,3280,122,2409
2023-03-02 10:00:00+01:00,4648,5133,123,1931
2023-03-02 11:00:00+01:00,3105,6749,117,1914
2023-03-02 12:00:00+01:00,2790,7622,117,1881
2023-03-02 13:00:00+01:00,2737,7476,120,1899
2023-03-02 14:00:00+01:00,2657,6893,127,2073
2023-03-02 15:00:00+01:00,2558,5305,129,2351
2023-03-02 16:00:00+01:00,2614,3179,129,2702
2023-03-02 17:00:00+01:00,3085,1140,124,2921
2023-03-02 18:00:00+01:00,3935,287,125,3068
2023-03-02 19:00:00+01:00,4510,222,120,3554
2023-03-02 20:00:00+01:00,4142,0,123,3957
2023-03-02 21:00:00+01:00,3398,0,127,4108
2023-03-02 22:00:00+01:00,2961,0,128,4047
2023-03-02 23:00:00+01:00,2669,0,125,3807
2023-03-03 00:00:00+01:00,2449,0,127,3609
2023-03-03 01:00:00+01:00,2364,0,128,3462
2023-03-03 02:00:00+01:00,2376,0,129,3454
2023-03-03 03:00:00+01:00,2350,0,128,3349
2023-03-03 04:00:00+01:00,2286,0,125,3325
2023-03-03 05:00:00+01:00,2375,0,123,3327
2023-03-03 06:00:00+01:00,2971,0,122,3472
2023-03-03 07:00:00+01:00,3852,422,118,3586
2023-03-03 08:00:00+01:00,4366,1529,121,3545
2023-03-03 09:00:00+01:00,4578,3521,119,3367
2023-03-03 10:00:00+01:00,4354,5398,108,3334
2023-03-03 11:00:00+01:00,3577,7022,122,3391
2023-03-03 12:00:00+01:00,3014,7881,124,3410
2023-03-03 13:00:00+01:00,2661,7914,125,3428
2023-03-03 14:00:00+01:00,2535,7291,126,3334
2023-03-03 15:00:00+01:00,2511,5825,127,3441
2023-03-03 16:00:00+01:00,2458,3593,127,3560
2023-03-03 17:00:00+01:00,2765,1359,127,3778
2023-03-03 18:00:00+01:00,3352,271,126,3972
2023-03-03 19:00:00+01:00,3670,175,126,4461
2023-03-03 20:00:00+01:00,3772,0,127,4763
2023-03-03 21:00:00+01:00,3395,0,127,4870
2023-03-03 22:00:00+01:00,3071,0,127,4666
2023-03-03 23:00:00+01:00,3018,0,126,4430
2023-03-04 00:00:00+01:00,2706,0,126,4357
2023-03-04 01:00:00+01:00,2443,0,127,4171
2023-03-04 02:00:00+01:00,2474,0,127,3975
2023-03-04 03:00:00+01:00,2361,0,128,3780
2023-03-04 04:00:00+01:00,2324,0,128,3725
2023-03-04 05:00:00+01:00,2317,0,127,3622
2023-03-04 06:00:00+01:00,2331,0,124,3766
2023-03-04 07:00:00+01:00,2478,398,124,3941
2023-03-04 08:00:00+01:00,2494,1795,124,3711
2023-03-04 09:00:00+01:00,2574,4544,125,2949
2023-03-04 10:00:00+01:00,2455,7113,124,2757
2023-03-04 11:00:00+01:00,2218,8746,125,2981
2023-03-04 12:00:00+01:00,2168,9509,125,2873
2023-03-04 13:00:00+01:00,2116,9382,124,2787
2023-03-04 14:00:00+01:00,2077,8281,124,2641
2023-03-04 15:00:00+01:00,2021,6588,123,2626
2023-03-04 16:00:00+01:00,2020,4285,120,2630
2023-03-04 17:00:00+01:00,2238,1672,125,2685
2023-03-04 18:00:00+01:00,2905,305,126,2798
2023-03-04 19:00:00+01:00,3637,174,125,3049
2023-03-04 20:00:00+01:00,3458,0,127,3223
2023-03-04 21:00:00+01:00,3036,0,128,3167
2023-03-04 22:00:00+01:00,2734,0,127,3058
2023-03-04 23:00:00+01:00,2513,0,128,2850
2023-03-05 00:00:00+01:00,2458,0,128,2664
2023-03-05 01:00:00+01:00,2367,0,129,2421
2023-03-05 02:00:00+01:00,2271,0,129,2261
2023-03-05 03:00:00+01:00,2147,0,130,2199
2023-03-05 04:00:00+01:00,2126,0,130,2039
2023-03-05 05:00:00+01:00,2168,0,130,1902
2023-03-05 06:00:00+01:00,2185,0,130,1868
2023-03-05 07:00:00+01:00,2274,409,129,1851
2023-03-05 08:00:00+01:00,2230,1977,128,1698
2023-03-05 09:00:00+01:00,2202,4869,125,1337
2023-03-05 10:00:00+01:00,2312,7318,127,1299
2023-03-05 11:00:00+01:00,2365,8757,127,1200
2023-03-05 12:00:00+01:00,2353,9448,127,1063
2023-03-05 13:00:00+01:00,2281,9526,127,987
2023-03-05 14:00:00+01:00,2148,8819,126,990
2023-03-05 15:00:00+01:00,2054,7343,125,1005
2023-03-05 16:00:00+01:00,2111,4942,124,984
2023-03-05 17:00:00+01:00,2462,2046,123,966
2023-03-05 18:00:00+01:00,3314,352,122,1034
2023-03-05 19:00:00+01:00,3927,175,125,1156
2023-03-05 20:00:00+01:00,3790,0,124,1159
2023-03-05 21:00:00+01:00,3239,0,122,1160
2023-03-05 22:00:00+01:00,2949,0,125,1137
2023-03-05 23:00:00+01:00,2787,0,128,1144
2023-03-06 00:00:00+01:00,2791,0,127,1227
2023-03-06 01:00:00+01:00,2642,0,121,1268
2023-03-06 02:00:00+01:00,2448,0,120,1332
2023-03-06 03:00:00+01:00,2250,0,124,1449
2023-03-06 04:00:00+01:00,2330,0,124,1557
2023-03-06 05:00:00+01:00,2357,0,124,1547
2023-03-06 06:00:00+01:00,2848,0,119,1526
2023-03-06 07:00:00+01:00,3744,414,116,1555
2023-03-06 08:00:00+01:00,4120,1642,112,1551
2023-03-06 09:00:00+01:00,4159,3769,115,1470
2023-03-06 10:00:00+01:00,4002,5244,113,1488
2023-03-06 11:00:00+01:00,3517,6318,115,1683
2023-03-06 12:00:00+01:00,3132,7132,116,1887
2023-03-06 13:00:00+01:00,3015,7010,117,2180
2023-03-06 14:00:00+01:00,2811,6402,116,2447
2023-03-06 15:00:00+01:00,2621,5268,116,2674
2023-03-06 16:00:00+01:00,2613,3556,116,2957
2023-03-06 17:00:00+01:00,3082,1474,113,3221
2023-03-06 18:00:00+01:00,3535,307,115,3364
2023-03-06 19:00:00+01:00,3926,178,114,3756
2023-03-06 20:00:00+01:00,3622,0,116,4194
2023-03-06 21:00:00+01:00,3177,0,119,4442
2023-03-06 22:00:00+01:00,2883,0,121,4744
2023-03-06 23:00:00+01:00,2760,0,124,4947
2023-03-07 00:00:00+01:00,2596,0,124,5171
2023-03-07 01:00:00+01:00,2554,0,137,5091
2023-03-07 02:00:00+01:00,2472,0,136,5117
2023-03-07 03:00:00+01:00,2335,0,137,4929
2023-03-07 04:00:00+01:00,2303,0,140,4810
2023-03-07 05:00:00+01:00,2559,0,139,4629
2023-03-07 06:00:00+01:00,2914,0,137,4635
2023-03-07 07:00:00+01:00,3264,417,135,4883
2023-03-07 08:00:00+01:00,3691,1597,134,4968
2023-03-07 09:00:00+01:00,3818,3175,136,4884
2023-03-07 10:00:00+01:00,3632,4235,136,5282
2023-03-07 11:00:00+01:00,3210,4878,136,5928
2023-03-07 12:00:00+01:00,2699,4964,134,6685
2023-03-07 13:00:00+01:00,2493,4720,134,7060
2023-03-07 14:00:00+01:00,2462,4088,133,7232
2023-03-07 15:00:00+01:00,2318,3049,133,7057
2023-03-07 16:00:00+01:00,2247,1984,134,7107
2023-03-07 17:00:00+01:00,2557,828,134,6692
2023-03-07 18:00:00+01:00,3375,255,133,6113
2023-03-07 19:00:00+01:00,4008,176,134,6218
2023-03-07 20:00:00+01:00,3518,0,134,6424
2023-03-07 21:00:00+01:00,2947,0,134,6394
2023-03-07 22:00:00+01:00,2784,0,135,6092
2023-03-07 23:00:00+01:00,2654,0,135,6425
2023-03-08 00:00:00+01:00,2549,0,134,6474
2023-03-08 01:00:00+01:00,2390,0,135,6976
2023-03-08 02:00:00+01:00,2301,0,135,7777
2023-03-08 03:00:00+01:00,2290,0,136,8508
2023-03-08 04:00:00+01:00,2267,0,136,9231
2023-03-08 05:00:00+01:00,2387,0,137,9860
2023-03-08 06:00:00+01:00,2898,0,135,10161
2023-03-08 07:00:00+01:00,4760,350,138,10604
2023-03-08 08:00:00+01:00,3871,1157,138,10783
2023-03-08 09:00:00+01:00,3847,2398,138,10860
2023-03-08 10:00:00+01:00,3768,3102,139,11323
2023-03-08 11:00:00+01:00,3379,3894,141,11770
2023-03-08 12:00:00+01:00,3092,4156,140,11273
2023-03-08 13:00:00+01:00,2951,4061,141,11353
2023-03-08 14:00:00+01:00,2910,3632,141,10820
2023-03-08 15:00:00+01:00,2873,2870,135,10262
2023-03-08 16:00:00+01:00,3063,1908,134,9824
2023-03-08 17:00:00+01:00,3350,817,139,9797
2023-03-08 18:00:00+01:00,3810,256,139,9724
2023-03-08 19:00:00+01:00,3850,191,138,9843
2023-03-08 20:00:00+01:00,3722,0,140,10222
2023-03-08 21:00:00+01:00,3142,0,139,11110
2023-03-08 22:00:00+01:00,2923,0,140,11853
2023-03-08 23:00:00+01:00,2902,0,138,12489
2023-03-09 00:00:00+01:00,2885,0,139,12154
2023-03-09 01:00:00+01:00,2770,0,139,12234
2023-03-09 02:00:00+01:00,2784,0,138,12032
2023-03-09 03:00:00+01:00,2783,0,138,12120
2023-03-09 04:00:00+01:00,2766,0,135,11860
2023-03-09 05:00:00+01:00,2852,0,126,11516
2023-03-09 06:00:00+01:00,3294,0,104,11051
2023-03-09 07:00:00+01:00,3859,397,99,10635
2023-03-09 08:00:00+01:00,4001,1326,117,10067
2023-03-09 09:00:00+01:00,3894,3042,127,10033
2023-03-09 10:00:00+01:00,3690,4420,127,10269
2023-03-09 11:00:00+01:00,3564,5276,130,11078
2023-03-09 12:00:00+01:00,3352,5932,138,11876
2023-03-09 13:00:00+01:00,3260,6152,139,12181
2023-03-09 14:00:00+01:00,3284,5666,141,11791
2023-03-09 15:00:00+01:00,3289,4527,140,12354
2023-03-09 16:00:00+01:00,3458,2730,140,12516
2023-03-09 17:00:00+01:00,3628,1177,140,12547
2023-03-09 18:00:00+01:00,4103,331,139,12806
2023-03-09 19:00:00+01:00,4171,186,141,13902
2023-03-09 20:00:00+01:00,4172,0,142,14615
2023-03-09 21:00:00+01:00,3873,0,141,14922
2023-03-09 22:00:00+01:00,3800,0,141,14835
2023-03-09 23:00:00+01:00,3704,0,139,15084
2023-03-10 00:00:00+01:00,3597,0,143,15038
2023-03-10 01:00:00+01:00,3331,0,146,14858
2023-03-10 02:00:00+01:00,3250,0,148,14427
2023-03-10 03:00:00+01:00,3219,0,144,14179
2023-03-10 04:00:00+01:00,3291,0,143,14157
2023-03-10 05:00:00+01:00,3550,0,103,14758
2023-03-10 06:00:00+01:00,3969,0,98,15320
2023-03-10 07:00:00+01:00,4265,404,97,15821
2023-03-10 08:00:00+01:00,4408,1417,94,16129
2023-03-10 09:00:00+01:00,4357,2953,93,16476
2023-03-10 10:00:00+01:00,4244,4182,94,16574
2023-03-10 11:00:00+01:00,4115,5003,99,16467
2023-03-10 12:00:00+01:00,3865,5529,98,16270
2023-03-10 13:00:00+01:00,3745,5190,100,15848
2023-03-10 14:00:00+01:00,3781,4489,102,14984
2023-03-10 15:00:00+01:00,3863,3471,102,14061
2023-03-10 16:00:00+01:00,4208,1977,102,12675
2023-03-10 17:00:00+01:00,4799,841,103,10684
2023-03-10 18:00:00+01:00,5039,249,102,8289
2023-03-10 19:00:00+01:00,5072,179,102,5996
2023-03-10 20:00:00+01:00,5043,0,104,5058
2023-03-10 21:00:00+01:00,4729,0,102,4184
2023-03-10 22:00:00+01:00,4575,0,106,3614
2023-03-10 23:00:00+01:00,4548,0,106,3449
2023-03-11 00:00:00+01:00,4517,0,103,3209
2023-03-11 01:00:00+01:00,4415,0,102,3042
2023-03-11 02:00:00+01:00,4178,0,103,3116
2023-03-11 03:00:00+01:00,3920,0,101,3245
2023-03-11 04:00:00+01:00,3867,0,101,3518
2023-03-11 05:00:00+01:00,3925,0,103,3721
2023-03-11 06:00:00+01:00,4505,0,103,3612
2023-03-11 07:00:00+01:00,4860,404,104,3577
2023-03-11 08:00:00+01:00,5145,1401,104,3574
2023-03-11 09:00:00+01:00,5274,2835,104,3656
2023-03-11 10:00:00+01:00,5306,3684,105,3641
2023-03-11 11:00:00+01:00,5287,4282,104,3556
2023-03-11 12:00:00+01:00,5202,4706,105,3467
2023-03-11 13:00:00+01:00,4882,4818,107,3595
2023-03-11 14:00:00+01:00,4823,4492,106,3805
